company,company_id,company_size,country,country_iso3,bundle_id,industry,year,indicator,value,unit_of_measure,sub_code,id
ADF Foods Ltd,23058,Large,India,IND,58480,Processed Foods,2024,Total weight of non-hazardous waste directed to disposal,0.51,Metric tons,306-5-c,27601713
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2024,Total fuel consumption from renewable sources,279435.6,GJ,302-1-b,27052666
ADF Foods Ltd,23058,Large,India,IND,58480,Processed Foods,2024,Gross market-based energy indirect (Scope 2) GHG emissions,5527.45,Metric tons of CO2-equivalent,305-2-b,27601692
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2024,Communicated anti-corruption policies to employees,1233,number_of_employees,205-2-b,27052358
Cloetta AB,3253,Large,Sweden,SWE,36204,Processed Foods,2024,Total weight of waste directed to disposal,18569,Metric tons,306-5-a,12699552
Lamb Weston Holdings Inc,4353,Large,United States,USA,57692,Processed Foods,2024,Water withdrawal from all areas,4436000,m3,303-3-a,26985415
Convenience Foods Lanka PLC,38192,Large,Sri Lanka,LKA,58615,Processed Foods,2024,Employees that took parental leave,2,number_of_employees,401-3-b,27416519
ADF Foods Ltd,23058,Large,India,IND,58480,Processed Foods,2024,Water withdrawal from all areas,150900,m3,303-3-a,27601626
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2024,Gross direct (Scope 1) GHG emissions,93583,Metric tons of CO2-equivalent,305-1-a,14673927
ADF Foods Ltd,23058,Large,India,IND,58480,Processed Foods,2024,Water consumption from all areas,92909,m3,303-5-a,27601676
Mondelez International Inc,2943,Large,United States,USA,36070,Processed Foods,2024,Water withdrawal from all areas,10376000,m3,303-3-a,12946057
Convenience Foods Lanka PLC,38192,Large,Sri Lanka,LKA,58615,Processed Foods,2024,Employees entitled to parental leave,4,number_of_employees,401-3-a,27416426
Mondelez International Inc,2943,Large,United States,USA,36070,Processed Foods,2024,Total energy consumption outside of the organization,18528000,GJ,302-2-a,12947310
Savencia SA,8344,Large,France,FRA,57967,Processed Foods,2024,Total fuel consumption from non-renewable sources,5381377.2,GJ,302-1-a,26416785
Convenience Foods Lanka PLC,38192,Large,Sri Lanka,LKA,58615,Processed Foods,2024,Composition of highest governance body,8,number_of_members,2-9-c,27416350
Convenience Foods Lanka PLC,38192,Large,Sri Lanka,LKA,58615,Processed Foods,2024,Employees that returned to work after parental leabve,2,number_of_employees,401-3-c,27416517
Gopal Snacks Ltd,49819,Large,India,IND,44087,Processed Foods,2024,Total energy consumption within the organization,39510,GJ,302-1-e,17278596
Convenience Foods Lanka PLC,38192,Large,Sri Lanka,LKA,58615,Processed Foods,2024,Gross market-based energy indirect (Scope 2) GHG emissions,1410.96,Metric tons of CO2-equivalent,305-2-b,27416437
Jungbunzlauer Suisse AG,3377,Large,Switzerland,CHE,57627,Processed Foods,2024,Total weight of non-hazardous waste diverted from disposal,11840,Metric tons,306-4-c,27659302
Savencia SA,8344,Large,France,FRA,57967,Processed Foods,2024,Total fuel consumption from renewable sources,1433340,GJ,302-1-b,26416955
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2024,Employees anti-corruption training,1233,number_of_employees,205-2-e,27052392
Savencia SA,8344,Large,France,FRA,57967,Processed Foods,2024,Employee turnover,2541,number_of_employees,401-1-b,29886691
Britannia Industries Ltd,7843,Large,India,IND,38280,Processed Foods,2024,Water discharge to all areas,13993,m3,303-4-a,14673630
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2024,Employees that took parental leave,768,number_of_employees,401-3-b,27052999
Savencia SA,8344,Large,France,FRA,57967,Processed Foods,2024,"Total electricity, heating, cooling and steam consumption",8876854.8,GJ,302-1-c,26416972
Convenience Foods Lanka PLC,38192,Large,Sri Lanka,LKA,58615,Processed Foods,2024,Total weight of waste diverted from disposal,56.16,Metric tons,306-4-a,27416512
Greenyard NV,10150,Medium,Belgium,BEL,50172,Processed Foods,2024,Total weight or volume of materials used in produced and packaged products,62473,Metric tons,301-1-a,30240580
Greenyard NV,10150,Medium,Belgium,BEL,50172,Processed Foods,2024,Employee breakdown by gender and region,8582,number_of_employees,2-7-a,18821588
Corbion NV,7565,Large,Netherlands,NLD,49932,Processed Foods,2024,Total fuel consumption from renewable sources,12211.2,GJ,302-1-b,23191043
Mondelez International Inc,2943,Large,United States,USA,36070,Processed Foods,2024,Total weight of waste diverted from disposal,515000,Metric tons,306-4-a,12946200
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2024,Water withdrawal breakdown by sources,3599000,m3,303-3-c,13486922
Convenience Foods Lanka PLC,38192,Large,Sri Lanka,LKA,58615,Processed Foods,2024,Gross location-based energy indirect (Scope 2) GHG emissions,1410.96,Metric tons of CO2-equivalent,305-2-a,27416475
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2024,Water withdrawal from all areas with water stress,3599000,m3,303-3-b,13486702
Foods & Inns Ltd,15927,Small,India,IND,25890,Processed Foods,2024,Gross location-based energy indirect (Scope 2) GHG emissions,8014.75,Metric tons of CO2-equivalent,305-2-a,8109167
Convenience Foods Lanka PLC,38192,Large,Sri Lanka,LKA,58615,Processed Foods,2024,Gross direct (Scope 1) GHG emissions,1410.96,Metric tons of CO2-equivalent,305-1-a,27416422
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2024,Incidents of non-compliance with regulations concerning product and service information and labeling,4,number_of_incidents,417-2-a,30605461
Eggriculture Foods Ltd,20034,Medium,Singapore,SGP,35443,Processed Foods,2024,Water withdrawal breakdown by sources,124263.7,m3,303-3-c,13422567
Convenience Foods Lanka PLC,38192,Large,Sri Lanka,LKA,58615,Processed Foods,2024,Total weight of waste generated,56.16,Metric tons,306-3-a,27416452
Grupo Arcor SA,5546,Large,Argentina,ARG,57766,Processed Foods,2024,Workers covered by health and safety management system,10589,number_of_employees,403-8-a,27290271
Monde Nissin Corporation,13322,Large,Philippines,PHL,51258,Processed Foods,2024,Water withdrawal from all areas,1122409,m3,303-3-a,28285110
Convenience Foods Lanka PLC,38192,Large,Sri Lanka,LKA,58615,Processed Foods,2024,Water consumption from all areas with water stress,16057,m3,303-5-b,27416410
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2024,Water withdrawal from all areas,699400,m3,303-3-a,27052997
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2024,Gross market-based energy indirect (Scope 2) GHG emissions,158771,Metric tons of CO2-equivalent,305-2-b,13486867
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2024,Water discharge to all areas,3665000,m3,303-4-a,13486241
Mondelez International Inc,2943,Large,United States,USA,36070,Processed Foods,2024,Water consumption from all areas with water stress,10376000,m3,303-5-b,12947506
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38422,Processed Foods,2024,Gross market-based energy indirect (Scope 2) GHG emissions,31204,Metric tons of CO2-equivalent,305-2-b,14197338
Lactalis ,7810,Large,France,FRA,59846,Processed Foods,2024,Gross location-based energy indirect (Scope 2) GHG emissions,11920,Metric tons of CO2-equivalent,305-2-a,30993618
Bakkavor Group Plc,8319,Large,United Kingdom,GBR,38422,Processed Foods,2024,Gross other indirect (Scope 3) GHG emissions,857294,Metric tons of CO2-equivalent,305-3-a,14196473
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2024,Total weight of waste generated,78332,Metric tons,306-3-a,13486707
Corbion NV,7565,Large,Netherlands,NLD,49932,Processed Foods,2024,Total energy consumption within the organization,3641770.8,GJ,302-1-e,23191073
Monde Nissin Corporation,13322,Large,Philippines,PHL,51258,Processed Foods,2024,Employee breakdown by gender and region,3593,number_of_employees,2-7-a,28284849
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2024,Employee turnover,2554,number_of_employees,401-1-b,30091184
Alicorp SAA,10029,Large,Peru,PER,59885,Processed Foods,2024,"Total electricity, heating, cooling and steam consumption",1191125.25,GJ,302-1-c,30834575
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2024,Gross location-based energy indirect (Scope 2) GHG emissions,158771,Metric tons of CO2-equivalent,305-2-a,13486572
"Treehouse Foods, Inc.",7143,Large,United States,USA,59829,Processed Foods,2024,"Total electricity, heating, cooling and steam consumption",3424859,GJ,302-1-c,31126018
Alicorp SAA,10029,Large,Peru,PER,59885,Processed Foods,2024,Incidents of discrimination,31,number_of_incidents,406-1-a,30834605
Grupo Arcor SA,5546,Large,Argentina,ARG,57766,Processed Foods,2024,Total weight of waste diverted from disposal,280658.1,Metric tons,306-4-a,27290031
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2024,Gross location-based energy indirect (Scope 2) GHG emissions,97185,Metric tons of CO2-equivalent,305-2-a,27052815
"Treehouse Foods, Inc.",7143,Large,United States,USA,59829,Processed Foods,2024,Total fuel consumption from non-renewable sources,3424859,GJ,302-1-a,31126017
Grupo Arcor SA,5546,Large,Argentina,ARG,57766,Processed Foods,2024,Scope 1 biogenic CO2 emissions,11065,Metric tons of CO2-equivalent,305-1-c,27289927
Monde Nissin Corporation,13322,Large,Philippines,PHL,51258,Processed Foods,2024,Total weight of hazardous waste diverted from disposal,1474,Metric tons,306-4-b,28284930
Kyokuyo Co Ltd,21474,Medium,Japan,JPN,60220,Processed Foods,2024,Water discharge to all areas,535,m3,303-4-a,30944640
ADF Foods Ltd,23058,Large,India,IND,58480,Processed Foods,2024,Total weight of waste diverted from disposal,38.22,Metric tons,306-4-a,27601682
ADF Foods Ltd,23058,Large,India,IND,58480,Processed Foods,2024,Total energy consumption outside of the organization,77004.11,GJ,302-2-a,27601674
ADF Foods Ltd,23058,Large,India,IND,58480,Processed Foods,2024,Total energy consumption within the organization,77004.11,GJ,302-1-e,27601630
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2024,Gross direct (Scope 1) GHG emissions,83512,Metric tons of CO2-equivalent,305-1-a,13486886
Grupo Arcor SA,5546,Large,Argentina,ARG,57766,Processed Foods,2024,Total fuel consumption from non-renewable sources,7895805.3,GJ,302-1-a,27289943
"Treehouse Foods, Inc.",7143,Large,United States,USA,59829,Processed Foods,2024,Total energy consumption within the organization,3424859,GJ,302-1-e,31126019
Monde Nissin Corporation,13322,Large,Philippines,PHL,51258,Processed Foods,2024,Water consumption from all areas,783052,m3,303-5-a,28284905
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2024,Gross market-based energy indirect (Scope 2) GHG emissions,78698,Metric tons of CO2-equivalent,305-2-b,27052818
Gopal Snacks Ltd,49819,Large,India,IND,44087,Processed Foods,2024,Total fuel consumption from renewable sources,0,GJ,302-1-b,17278590
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2024,Total energy consumption outside of the organization,2588775,GJ,302-2-a,13487045
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2024,Gross other indirect (Scope 3) GHG emissions,3012478,Metric tons of CO2-equivalent,305-3-a,27053049
"Treehouse Foods, Inc.",7143,Large,United States,USA,59829,Processed Foods,2024,Total weight of waste diverted from disposal,128698.34,Metric tons,306-4-a,31126022
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2024,Water withdrawal from all areas,3599000,m3,303-3-a,13486898
Kikkoman Corporation,13150,Large,Japan,JPN,58198,Processed Foods,2024,Water discharge to all areas,5753000,m3,303-4-a,26391751
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2024,Total weight of waste diverted from disposal,73132,Metric tons,306-4-a,13486677
High Liner Foods Inc,6894,Large,Canada,CAN,57881,Processed Foods,2024,"Total electricity, heating, cooling and steam consumption",194049.66,GJ,302-1-c,27413494
"Treehouse Foods, Inc.",7143,Large,United States,USA,59829,Processed Foods,2024,Water withdrawal from all areas,3662913,m3,303-3-a,31126015
Foods & Inns Ltd,15927,Small,India,IND,25890,Processed Foods,2024,Water withdrawal from all areas,1210279,m3,303-3-a,8114538
Grupo Arcor SA,5546,Large,Argentina,ARG,57766,Processed Foods,2024,Suppliers with negative environmental impacts,13090,number_of_suppliers,308-2-b,30091166
Foods & Inns Ltd,15927,Small,India,IND,25890,Processed Foods,2024,Total energy consumption outside of the organization,325104.33,GJ,302-2-a,8109189
"Treehouse Foods, Inc.",7143,Large,United States,USA,59829,Processed Foods,2024,Total weight of waste generated,22189.57,Metric tons,306-3-a,31126020
High Liner Foods Inc,6894,Large,Canada,CAN,57881,Processed Foods,2024,Total energy consumption within the organization,194049.66,GJ,302-1-e,27413472
Mondelez International Inc,2943,Large,United States,USA,36070,Processed Foods,2024,Water consumption from all areas,10376000,m3,303-5-a,12946253
High Liner Foods Inc,6894,Large,Canada,CAN,57881,Processed Foods,2024,Total fuel consumption from non-renewable sources,194049.66,GJ,302-1-a,27413512
Savencia SA,8344,Large,France,FRA,57967,Processed Foods,2024,Gross market-based energy indirect (Scope 2) GHG emissions,94290,Metric tons of CO2-equivalent,305-2-b,26417022
Nippon Flour Mills Co Ltd,21449,Large,Japan,JPN,58464,Processed Foods,2024,Gross direct (Scope 1) GHG emissions,117600,Metric tons of CO2-equivalent,305-1-a,27260662
Four Seas Mercantile Holdings Ltd,47096,Large,"Hong Kong SAR, China",HKG,60305,Processed Foods,2024,Employees entitled to parental leave,2193,number_of_employees,401-3-a,30699261
Savencia SA,8344,Large,France,FRA,57967,Processed Foods,2024,Total weight of waste generated,342921,Metric tons,306-3-a,26417162
Savencia SA,8344,Large,France,FRA,57967,Processed Foods,2024,Total weight of hazardous waste diverted from disposal,321644,Metric tons,306-4-b,26417008
Chocoladefabriken Lindt & Spruengli AG,5964,Large,Switzerland,CHE,57804,Processed Foods,2024,Scope 1 biogenic CO2 emissions,3,Metric tons of CO2-equivalent,305-1-c,27052813
Euraco Finefood Pte Ltd,100990,Medium,Singapore,SGP,52928,Processed Foods,2024,Gross location-based energy indirect (Scope 2) GHG emissions,303.41,Metric tons of CO2-equivalent,305-2-a,27911632
Bega Cheese Limited,3931,Large,Australia,AUS,36484,Processed Foods,2024,Total weight of waste directed to disposal,5200,Metric tons,306-5-a,13486680
Kikkoman Corporation,13150,Large,Japan,JPN,58198,Processed Foods,2024,Breakdown of water discharge by sources,5753000,m3,303-4-b,26391640
Euraco Finefood Pte Ltd,100990,Medium,Singapore,SGP,52928,Processed Foods,2024,Gross market-based energy indirect (Scope 2) GHG emissions,303.41,Metric tons of CO2-equivalent,305-2-b,27911695
Grupo Arcor SA,5546,Large,Argentina,ARG,57766,Processed Foods,2024,Suppliers with negative social impacts,13090,number_of_suppliers,414-2-b,30091116
Nippon Flour Mills Co Ltd,21449,Large,Japan,JPN,58464,Processed Foods,2024,Gross location-based energy indirect (Scope 2) GHG emissions,46700,Metric tons of CO2-equivalent,305-2-a,27260647
High Liner Foods Inc,6894,Large,Canada,CAN,57881,Processed Foods,2024,Scope 1 biogenic CO2 emissions,471,Metric tons of CO2-equivalent,305-1-c,27413559
What’s Cooking?,102979,Large,Netherlands,NLD,55311,Processed Foods,2024,Employee turnover,225,number_of_employees,401-1-b,29972265
Savencia SA,8344,Large,France,FRA,57967,Processed Foods,2024,Gross location-based energy indirect (Scope 2) GHG emissions,129064,Metric tons of CO2-equivalent,305-2-a,26416791
Foods & Inns Ltd,15927,Small,India,IND,25890,Processed Foods,2024,Employees anti-corruption training,120,number_of_employees,205-2-e,19889154
"Treehouse Foods, Inc.",7143,Large,United States,USA,59829,Processed Foods,2024,Water withdrawal from all areas with water stress,3888774.6,m3,303-3-b,31126013
Barry Callebaut AG,8318,Large,Switzerland,CHE,57966,Processed Foods,2024,GHG emissions reduced as a direct result of reduction initiatives,13000000,Metric tons of CO2-equivalent,305-5-a,26178347
Nippon Flour Mills Co Ltd,21449,Large,Japan,JPN,58464,Processed Foods,2024,New employee hires,30,number_of_employees,401-1-a,29974074
